id,title,skills,employment_type,salary,remote,company_name,company_location,description,posted_date,updated_date,company_id,position_id
25,iOS Software Engineer with RealityKit / USD experience,,,,,"Systems Integration Solutions, Inc.",,"Looking for an IOS Developer for Sunnyvale, CA . Candidate Must have RealityKit and/or USD experience.    Job title: IOS Developer  Location: Sunnyvale, CA  Duration: 12+ months  Rate:  $60/hr to $65/hr C2C DOE Remarks:  Candidate MUST relocate to Sunnyvale, CA  if hire and follow a Hybrid work scheduled     Job DescriptionDeveloping code for businesses and technical enhancements.Source code management/migration to get into production.Design of chosen path, including software configuration and business playbacks. Developing SQL and PL/SQL codes for businesses and technical enhancements.  Developing autosys scheduler jobs for business and technical enhancements.Unit testing of code before handing over to QA.Enhancing inbound and outbound database interfaces.Enhancing unix scripts for automation of database migrations.Warranty support after Go-Live.Daily status reports to client.",2023-10-18T17:01:29.000Z,,sis,45609
41,Sr. DevOps Engineer,,,,,TechNix LLC,,"Position: Sr. DevOps Engineer  Duration: 9 Months  Remote Work   Skills Required:    8 years of experience in Architecting, designing, developing and integrating tools and technologies to achieve ""end-to-end"" DEVSECOPS process automation and on-demand stand up and decommissioning of environment as single ""unit"".  8 years of experience in automating and tool chaining using Git, Jenkins, Ansible, ansible Tower, Terraform and Terragrunt  8 years of experience in integrating Artifactory for images, 3rd party libraries and other artifacts  8 years of experience with WebSphere ND, MQ, Liquibase  8 years of experience with Containers and Container orchestration Kubernetes platforms such as PODMAN, docker, EE/OpenShift/Rancher  8 years of experience with script languages such as Groovy, Python, Shell, Ruby  8 years of experience with Linux, Solaris and Windows operating systems  8 years of experience with WebSphere Liberty, Tomcat, JBOSS  8 years of experience with containerization and with installing and maintaining DevSecOps tools on Kubernetes platform using Helm Charts  8 years of experience in IT automated solutions design  8 years of experience in excellent written and verbal communication skills   Skills Preferred:   6 years of experience with coding languages and environments including but not limited to Java, J2EE, EJB (Enterprise Java Beans), JSP (JavaServer Pages / Stored Procedures).  6 years of experience with coding languages and environments including but not limited to JSF/Struts (JavaServer Faces, Apache Struts Framework), XML (eXtensible Markup Language),   ",2023-10-26T14:15:48.000Z,,10365731,2023-1606
42,"Azure Infra Engineer || Detroit, MI or Austin, TX || Contract | Hybrid  2 Days onsite",,,,,Sarian Solutions,,"Role: Azure Infra Engineer Location: Detroit, MI or Austin, TX (Hybrid     2 Days onsite) Duration: Contract  Job Description:  Looking for Azure Infra engineers with hands on experience in Terraform for Offshore and Onsite with our multiple direct clients.   Key is hands on experience with Terraform. Proven hands-on experience using Terraform to deliver infrastructure, applications, and services as code on cloud platforms such as Azure (preferred) & AWS Expertise in some or many of the following Azure services: Azure Kubernetes Service, Azure Event Hub, Azure IOT Hub, CosmosDB, Key Vault, Storage Accounts, Azure Monitor, Azure Log Analytics Workspace, Azure App Service, Azure Functions, Databricks, Data Factory, Azure Data Explorer, Synapse Analytics, Azure ML workspace, and Azure Stream Analytics      Looking forward to hear & work with you soon.    Thanks & Regards   Mohammed Riyaz     Sarian Solutions, Inc.  an IT solutions company  Work:  x 201 E:   G:  ",2023-10-02T15:31:25.000Z,,10412358,2023-14226
43,System Analyst,,,,,TechNix LLC,,"Position: System Analyst Duration: 12 months Location: Augusta, ME    Top 3 skills Skill 1  Ability to analyze contractual requirements and work with vendors to provide deliverables   Skill 2  Attention to detail and ability to interpret & translate technical requirements to the Business + Vendors   Skill 3  Documentation of application status and actions needed for compliance     Required Skills/Experience  Knowledge of all phases of the software development life cycle as well as  the project development cycle   Possess strong oral and written communication skills including the ability   to write clearly and effectively  Demonstrated experience in gathering business requirements and system   design   Experience in analysis and design of complex systems  Practical experience with test planning, execution, and acceptance criteria   Ability to work closely with all functional areas of an IT organization  Experience in managing and coordinating small projects that involve   multiple stakeholders  Experience in agile development methodology and practices is helpful   Experience in leading and participating in system walk-throughs   Experience in managing tasks in JIRA (or a similar tool) to facilitate   releases and deployments   Understanding of customer relationship best practices   Demonstrated desire to exercise accountability in a professional manner   Demonstrated ability to respond in a timely/and effective manner   Understanding of empathy and how to exercise it with a variety of   personalities   Understanding of emotional intelligence principles  Ability to listen?and?understand first?before?responding?      Job Description:  This position provides advanced technical services involving the analysis, design, development, and implementation of complex application systems.     Responsibilities   Research and analyze business needs, formulating and defining system scope and objectives.  Design interfaces to connect and integrate systems to meet business needs and objectives.  Must be competent at the highest level in all phases of applications systems analysis and design activities.  Act as a liaison between our customers and OIT to ensure business needs are met.   Evaluate, determine, and facilitate OIT policy adherence to internal and Vendor Hosted systems.  An understanding of system design plans and detailed specifications to facilitate implementation of application systems will be expected.  Interpersonal, communications and teambuilding skills are critical in this role.  Ability to work on separate projects at a given time, keeping analysis and work organized across those distinct developments.  Provide support to our customers by monitoring Vendor Hosted systems to ensure compliance with contracted IT requirements.  Perform analysis and documentation of business and system interactions.  Design technical solutions to business issues and work with the Application Development team to implement those solutions.  Be involved in all phases of the SDLC, including Requirements Definition and Documentation, Systems Analysis and Design, Change Management Documentation, System Integration and User Acceptance Testing, and Project Timeline Estimation.  ",2023-10-26T22:01:37.000Z,,10365731,2023-1609
61,Onsite to Bay Area Oracle Fusion-PTP(P2P Procure to Pay),,,,,Blink Technology Partners,,"Position : Oracle Fusion P2P (Procure to Pay) Location : Bay Area,CA Need local to Bay Area (Onsite) Duration : Longterm   NO REMOTE   Have 7+ years of experience ERP applications with 4+ years in Oracle Cloud Knowledge and Hands on experience in Procure to Pay flow particularly Purchasing, Accounts Payable, General Ledger and Assets. Strong experience on Fusion schema (tables, APIs), subject areas Hands-on experience on uploading data using FBDI templates Expertise with reporting tools such as BI Publisher, OTBI, FRS and Smartview Experience with conversions of master and transactional data Experience in Software and Configuration migration methodology (Version control, Change migration tools) Prepare technical documentation, including design documents, technical specifications, and user guides Experience working with Oracle EBS R12 Experience and ability to work in an offshore/onsite support model Basic knowledge in integrating ERP with other systems using middleware, Web Services",2023-10-20T22:30:45.000Z,,10517086,2023-727
81,Big Data Admin,,,,,Cloudious LLC,,"***Day 1 Onsite - Hybrid in St. Louis MO (3 days onsite)  Big Data Admin  Job summary  Follows company software development lifecycle to design, code, configure, test, debug, and document system and application programs. Assists in preparing technical design specifications based on functional requirements and analysis documents. Reviews functional requirements, analysis and design documents and provides feedback.  Roles & Responsibilities Collaborates with other development staff to achieve quality and consistency. Participates in architecture, design and code reviews. Develops and maintains operational and system level documentation. 5- 10 years of experience.",2023-10-26T15:16:14.000Z,,10114358C,2023-20585
82,QA Automation Engineer,,,,,SOHO Square Solutions,,"Description:  Technical requirements:     Must know Selenium     Nice to have Appium(mobile) and REST Assured experience  Other Technical Requirement:     CI/CD pipeline setup assistance o Providing technical assistance to set up and run the QA CI/CD pipeline partnering with QA DevOps team and drive team for successful implementation.  Primary responsibilities:     Review Android & Services test case suite and share report on recommendations & improvement for complete test coverage with team and leadership.     Perform review of gaps each sprint to ensure test scripts cover new features / problem areas / missing scenarios by leveraging QA tools (e.g., Qwerty, Invasionflows, Click-Analytics, Infra / Report Issue tickets).     Reduce Incidents related to Code Fix reported from Production     Enable and Champion by partnership with Tech Leads/ QA DevOps/SRE a ""SHIFT LEFT"" approach     identify defects at early stage.     Mentor a collaborate release with PO, Dev & QA for bug free release with 3 Amigos approach(E.g., Provides input into Acceptance Criteria, Understands the business rules, and ensures they are being implemented as per the architecture)     Optimize the regression(Automation & Manual) suite -Utilize test automation skills to evaluate and ensure the test suite is healthy, optimized, and comprehensive.     Optimize team collaboration for Merge Request, encourage code reviews comments within peers.     Perform production defect QA RCA, and OKR impact follow-ups  Additional Responsibilities:     Follow test automation standards, process, and best practices (E.g., Follows defined branching strategies, Work towards the goal of ""In-Sprint"" automation.)     Manage test environments and escalate issues : Dev / Test / UAT Environment Escalations - collaborating with QA Lead & Test Data Lead",2023-07-17T14:01:25.000Z,,90806069,2023-6191
101,Mechanical Engineer- Static,,,,,Qcentum Technologies,,"SOFTWARE EXPERIENCE/KNOWLEDGE:  Must have: PV Elite / Primavera   Good to have: Compress / CodeCalc / AutoCAD, Inventor/ Solidworks RESPONSIBILITIES:   Prepare Datasheets and specifications for different Mechanical Static equipment & packages Prepare MR (Material Requisition), RFQ (Request for Proposal), TBE (Technical Bid Evaluation), Vendor document Review, and Liaison with the vendor for various packages  Should have independently handled equipment like  Static Equipment: pressure vessels, columns, heat exchangers,    Thorough understanding of scope, evaluates efforts, review of inputs & adhere to the schedule Should have EPC background & be well experience to work closely with vendors, client, contractors & other disciplines Proficient with different American codes like ASME Sec VIII- DIv 1 & 2, API 610, API 650, API 617, TEMA etc. Should have Code Calculation experience for different equipment using any analysis tools like  Good to be hands-on in reviewing & developing equipment GA (General Arrangements) & Detailed Drawings for Fabrication Preferred to have experience working with American Projects/ Customers Good English communication skills both written and oral    DOMAIN: Oil & Gas, Petrochemical, Refineries, Power, Chemicals",2023-08-03T19:15:34.000Z,,RTX1cb7a0,2023-129
102,Salesforce Technical Lead,,,,,Cloudious LLC,,"Role: Salesforce Technical Lead   Technical Leads are called upon to deliver best-in-class solutions in and surrounding the Salesforce platform. Salesforce Technical Leads craft both backend and frontend solutions, using development best practices to deliver the best possible solutions and services to meet client needs. As part of the development group that serves client, a Salesforce Technical Lead will participate in sharing development knowledge across all members as well as working together on large enterprise engagements.   #Technical Expertise  8     10 years of hands-on experience in Salesforce.com Knowledge of Salesforce and its platform offerings    #Certifications:  Salesforce Administrator Certified Salesforce Sales/Service Cloud Consultant Certification Platform Builder I and II Certifications on Application Architect or System Architect track desirable Strong knowledge of development standards, Integration design and build best practices End-to-end estimating, design and delivery experience Able to deliver build of complex processes with minimal supervision Quality control of developments (e.g. unit test results review, system test cases preparation and review)    #Desired Candidate Profile  Establish and lead a program to drive consistent use of a proven framework within customer initiatives and partnership     Participate in providing solutions for client engagements  Collaborate with global team members to enable task completion     Design, code, test, document, and deploy solutions  Follow and contribute to technical processes, coding standards, and guidelines  Participate in the enhancement of technical practices     Manage tasks across concurrent projects with professional status reporting, escalation, process adherence     Strong communication and documentation skills     Understand technical and functional design requirements  Demonstrate the ability to cooperate with a variety of people and achieve results  Anticipate client needs before they arise and present possible solutions or recommendations  Ability to mentor junior technical team members and contribute to the team's standards of development     Desire to work on a variety of projects with unique requirements     Personal passion for development and learning     Experience with Agile development methodology.",2023-10-27T15:46:09.000Z,,10114358C,2023-20608
103,Engineering Project Manager,,,,,"Systems Integration Solutions, Inc.",,"Position - Engineering Project Manager (EPM)Location - SCVTerms-  12mos  W2/C2C resumes to   Job Description Development and management of Product BacklogsWriting functional specifications to direct coding development and unit testingRelease schedule development and managementManagement of QA and regression testing process and validationPlan and manage multiple technical and ecommerce / web retail product backlogsKeep the stakeholders, customers, engineers and team members informed on project status and in-sync with the latest development schedule and priorities - no surprises!Facilitate seamless collaboration across multiple technical and non-technical teams, identifying and breaking through blockers to improve process and communicationEvaluate existing methods and drive continuous process improvementsFive (5+) years of Technical Project Management experience, including Agile methodologyFive (5+) years of full life cycle web transaction flow development projects.Evaluate existing software technologies, hardware, and drive continuous design improvementsEvaluate existing infrastructure and propose new design and functional flow mapVerify that data is in a format which facilitates sharing and proper data conversionManage content assets required for launchManage Design, Development and Test processes.Functional specification tracking to coded deliverablesDeploy and release design and executionBug screening, tracking and resolution escalationUAT test coordination and prioritizationIntegration Testing and monitoring to validate end-to-end customer use casesAsset collection and verificationDistribution of collated test reports across engineering teams and escalation of priority itemsValidation of test environments and alignment of test partners Skills Project ManagementTeam trainingsService DeliveryBusiness Relationship ManagementCustomer Relationship ManagementCross Functional Team LeadershipIT OperationsBudget / P&L ManagementProcess ImprovementNegotiation SkillsUser Story Refinement and PriorityRelease PlanningMicrosoft ProjectKanbanJIRARALLYSAFeTFSMicrosoft Office: Excel, Word, Visio, Outlook Job Description Development and management of Product BacklogsWriting functional specifications to direct coding development and unit testingRelease schedule development and managementManagement of QA and regression testing process and validationPlan and manage multiple technical and ecommerce / web retail product backlogsKeep the stakeholders, customers, engineers and team members informed on project status and in-sync with the latest development schedule and priorities - no surprises!Facilitate seamless collaboration across multiple technical and non-technical teams, identifying and breaking through blockers to improve process and communicationEvaluate existing methods and drive continuous process improvementsFive (5+) years of Technical Project Management experience, including Agile methodologyFive (5+) years of full life cycle web transaction flow development projects.Evaluate existing software technologies, hardware, and drive continuous design improvementsEvaluate existing infrastructure and propose new design and functional flow mapVerify that data is in a format which facilitates sharing and proper data conversionManage content assets required for launchManage Design, Development and Test processes.Functional specification tracking to coded deliverablesDeploy and release design and executionBug screening, tracking and resolution escalationUAT test coordination and prioritizationIntegration Testing and monitoring to validate end-to-end customer use casesAsset collection and verificationDistribution of collated test reports across engineering teams and escalation of priority itemsValidation of test environments and alignment of test partners Skills Project ManagementTeam trainingsService DeliveryBusiness Relationship ManagementCustomer Relationship ManagementCross Functional Team LeadershipIT OperationsBudget / P&L ManagementProcess ImprovementNegotiation SkillsUser Story Refinement and PriorityRelease PlanningMicrosoft ProjectKanbanJIRARALLYSAFeTFSMicrosoft Office: Excel, Word, Visio, Outlook",2023-10-26T19:00:51.000Z,,sis,45622
